source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
598678755566948608,133.06002845595643,11.189009387026786,,,,,21.031895,1.5043736,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598678759860169600,133.05870430213866,11.188529837068117,1.489313932552977,-6.433331338321084,-4.885030187578419,0.9516744,16.648848,1.7410574,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4358.6772,4.6707,0.4938,631.2594,0.7011,0.5134,0.2736
598678789925157888,133.04334331104266,11.186647180975482,2.1359943229306166,-9.655631854324229,1.364348572502815,1.0317757,20.579327,1.4826851,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598678858644446208,132.9914131944444,11.17675639910409,2.0672962344387495,-3.830588442525002,-5.786173866839603,1.0236968,19.940966,2.2249336,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598678897299130624,133.0115542122524,11.196124683287362,0.5764653583146951,1.8873098508278896,-5.946942570122447,1.0600033,19.315443,2.0374813,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598678931658873216,132.98311347827996,11.189169301711399,1.1260986603552066,9.276579474193749,-15.431488568165866,1.0417659,13.128096,0.6942377,-49.26125,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6143.1904,4.157,-0.2594,840.9744,0.0541,0.0464,0.025
598679000378343680,133.02098704513784,11.198571775590256,0.43842065193905383,0.008182160810060124,-2.177318979727729,1.0244917,18.023289,1.1470299,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4774.0884,4.7549,-1.0172,1582.0612,0.029,0.0229,0.0123
598679030443330432,133.03963607315285,11.205472452857904,-0.337112873600556,-3.714384919397343,-4.725061205201951,1.0706189,20.606611,1.8419971,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679103456955520,133.02154046988417,11.22379677872847,2.523875154044266,-17.74305842702143,16.049040694687637,0.9957375,18.725426,2.4199753,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3281.0017,4.6478,-1.1094,331.4599,0.2169,0.1418,0.0884
598679103457313664,133.0177153766051,11.213059696830006,0.8397606971119614,3.624943255157669,-4.557667576703501,1.0286272,20.658936,1.9197273,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679133522542720,133.06120095982766,11.191771448095244,,,,,20.940983,1.0792408,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679172177024512,133.07645809989887,11.21244148638369,1.5886270554778195,1.556693643304928,-1.3479618498837396,0.9876696,20.64953,1.6585693,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679172177025280,133.07916434255569,11.204618857229041,0.8771989377217799,6.100666037660144,-9.30293724877645,0.95163995,16.691305,1.3573303,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4763.426,4.688,-0.7318,766.8877,0.5344,0.4155,0.2235
598679236603305088,133.0694047858988,11.213604716620186,,,,,21.085346,1.0717735,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679236606420864,133.06445710112322,11.219974699788787,1.06992888496518,-3.627565735798222,-1.8630643447096924,1.0559254,20.155697,1.6499805,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679270963077248,133.08644862529172,11.208004612892575,1.237435699298267,-5.716080284130599,-13.912210920132383,1.0613703,20.144491,2.1298409,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679309615731456,133.09862115872957,11.220693825056825,,,,,21.186155,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679309615973760,133.09641358595974,11.231436966220631,0.4218549685837306,-4.709627042411659,-6.522435271025486,1.0038768,18.2652,1.03718,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4823.5366,4.6648,-0.8978,2089.523,0.0221,0.0176,0.0094
598679309616275456,133.09620248944194,11.224528403917752,,,,,21.692993,1.4374485,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679339681087616,133.0786978548356,11.232856960010048,0.8123690382329917,-16.843167226089683,0.33904276262133143,1.1115775,20.642267,1.7262726,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679374042296192,133.08830603156267,11.24329130409996,,,,,21.09953,1.93437,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679378335450752,133.09089275775443,11.234281212867122,1.295308632724364,-6.411460261724219,-1.6990972115556318,1.0866413,19.928904,1.68824,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679378336812416,133.09765610943992,11.234111613201852,,,,,21.07162,1.6917973,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679412695197184,133.04764314074185,11.214604570303278,1.1694083234396622,0.5228534874441577,-1.4106574006259913,1.0323739,19.481644,1.7743835,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679477119749120,133.03033152115754,11.226208707661641,0.07455361909746355,-3.935699439235683,0.9028279498654463,0.9934818,17.230503,0.84597206,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5531.8945,4.6181,-0.7144,2030.7659,0.0059,0.0049,0.0027
598679515774679552,133.04230115725687,11.240788929697974,0.47180436131356607,-7.242526034144534,6.202204353241053,1.1048535,19.704313,2.283451,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679580199150464,133.07450081561572,11.242278319774531,-0.008494884983582002,-5.124302534760929,-3.6182140786428305,0.95374507,20.739864,1.0890903,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679580200710528,133.07997557495685,11.249009940614929,0.22633267668357904,-2.1936058668080105,-6.388632390998444,1.0316142,19.33093,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679584493881216,133.0798305922277,11.249474618188977,0.6957961313428738,-1.9243259127000858,-6.945345835385843,0.98538435,16.486609,1.0464811,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5086.22,4.6178,-0.2866,1179.2987,0.0385,0.031,0.0165
598679584494461696,133.0792227654704,11.241017001542495,,,,,21.141138,1.1400185,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598679618853623936,133.05495582911794,11.245333566238312,0.9391034064799074,-10.429451536752364,-3.5999179481256482,1.0810794,19.900301,2.080967,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598676354678494848,133.0229351581622,11.136915738084781,0.8554588119366986,-4.065788128359307,0.6313344608309859,0.97823983,17.857105,1.6442623,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4401.831,4.6451,0.0427,1172.7798,0.5174,0.3822,0.203
598676629556416512,132.9646339531621,11.121193964400616,1.1652360035949512,-11.051844642298764,-2.9412401009612017,1.2080905,12.186009,1.1453934,33.8023,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
598682397697467776,132.79974170822317,11.1018650735133,1.2154251846876254,-1.5910044917578912,6.586761309960264,0.9941395,18.28051,1.962328,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3559.3123,4.5267,-0.943,633.9,0.2495,0.1731,0.0959
598682608150907520,132.88388780336348,11.11274627955037,0.06218157884694702,-0.5328258105370877,-0.5776528942874369,1.0663602,19.433449,1.5297966,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598686074189493376,132.58934602764754,11.152983083727719,0.2771549791676212,1.3019048860819145,-12.439638279044665,0.97442895,16.163198,0.7844677,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5784.9395,3.8622,-0.7781,3427.9778,0.0699,0.0591,0.0321
598682608150909312,132.87292926580935,11.114343011771393,3.1931996390228004,-3.693091734011846,0.07903439684676784,1.005113,14.636124,1.5000916,-1.9519596,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4488.7666,4.6411,0.5017,324.6784,0.33,0.2479,0.13
598682672575383296,132.87283487704929,11.12154359244398,1.171242002628023,-17.798387117473617,-2.6733445890643526,0.97568214,18.609674,2.1493034,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3400.1882,4.594,-1.1355,478.2207,0.0358,0.0241,0.0144
598682706935114112,132.82248352304757,11.103525292803976,-0.23626094340267823,-1.5356733735418453,-1.0099577039869618,0.9831511,19.652067,0.77417564,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598682711230132480,132.83077395995494,11.102443512012853,0.9586530093076502,-2.56214745624388,4.130365806396727,1.0397855,19.722069,2.196577,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598682741294854272,132.83705689722163,11.109029494529493,0.7530590657529663,-2.647540313813926,-0.033013572345943695,1.087793,19.395216,1.4220657,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598682745590095360,132.83856589222958,11.116216101748137,4.8519665172526745,-45.09112874176104,-18.438382219711666,1.5154052,12.280808,1.0467682,13.548706,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
598682775654591872,132.81522959331963,11.105780878344552,-0.0742197340321864,1.6741683082494294,-6.693319180123207,1.0486639,18.813358,1.0709763,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4860.3037,4.7819,-1.1151,2356.8547,0.0051,0.004,0.0022
598682814309346560,132.82466479627354,11.120178793043614,0.8516007771877828,-7.10572497841321,-3.847628888853519,1.075595,18.82369,1.706213,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3706.8784,4.7552,-1.3309,676.1096,0.0116,0.0083,0.0045
598682848669310336,132.8510673439769,11.123342105111153,0.5396012362627638,-1.9994640026593204,-2.696915369496366,1.0842712,15.420279,1.068182,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5089.8345,4.3262,-0.0822,1218.473,0.1166,0.0938,0.0497
598682848670492672,132.8449678428403,11.121626209229909,,,,,21.125935,1.6974792,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598682917388557696,132.84107582253895,11.126407910465328,0.7887140033584513,0.584595388730415,-7.095088819516778,0.9987504,16.875885,1.0634422,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5055.995,4.6915,-0.5769,1213.4404,0.1447,0.1162,0.0621
598683089187268224,132.7557674320062,11.103899617115625,0.35374282902859877,3.0163787815438434,-6.901190024595426,1.0589275,20.068954,1.9673519,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683157906737408,132.7907691187668,11.110711540914464,1.070686284752755,-11.491169349110496,-2.692141114887865,0.9933657,19.516375,2.2129364,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
598683192266477824,132.77885913074866,11.112431738894662,0.8451391573427579,-23.654590511646838,-27.27902178729847,1.040155,13.764449,1.1274805,105.90167,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5132.859,3.6268,-0.1302,1249.0321,0.3211,0.2577,0.1373
